file,release,year,month,variable,label
2005-07JUL.xlsx,2005-07JUL,2005,7,BGY,Barangay
2005-07JUL.xlsx,2005-07JUL,2005,7,BWGT,Basic Weight
2005-07JUL.xlsx,2005-07JUL,2005,7,C03_NEWMEM,C03-New/Same Household Member
2005-07JUL.xlsx,2005-07JUL,2005,7,C04_LNO,C04-Line Number (Previous Survey the HH was Sampled)
2005-07JUL.xlsx,2005-07JUL,2005,7,C05_REL,C05-Relationship to Household Head
2005-07JUL.xlsx,2005-07JUL,2005,7,C06_SEX,C06-Sex
2005-07JUL.xlsx,2005-07JUL,2005,7,C07_AGE,C07-Age as of Last Birthday
2005-07JUL.xlsx,2005-07JUL,2005,7,C08_MSTAT,C08-Marital Status
2005-07JUL.xlsx,2005-07JUL,2005,7,C09_GRADE,C09-Highest Grade Completed
2005-07JUL.xlsx,2005-07JUL,2005,7,C10_CONWR,C10-Contract/Overseas Worker Indicator
2005-07JUL.xlsx,2005-07JUL,2005,7,C13_WORK,C13-Did do any Work for at Least one Hour during the Past Week?
2005-07JUL.xlsx,2005-07JUL,2005,7,C14_JOB,C14-Did Have a Job/Business during the Past Week?
2005-07JUL.xlsx,2005-07JUL,2005,7,C16F2_PROCC,C16-Primary Occupation 1st 2 digit
2005-07JUL.xlsx,2005-07JUL,2005,7,C16L2_PROCC,C16-Primary Occupation Last 2 digit
2005-07JUL.xlsx,2005-07JUL,2005,7,C18F2_PKB,C18-Kind of Business (Primary Occupation) 1st 2 digit
2005-07JUL.xlsx,2005-07JUL,2005,7,C18L2_PKB,C18_kind of Business (Primary Occupation) Last 2 digit
2005-07JUL.xlsx,2005-07JUL,2005,7,C19_PCLASS,C19-Class of Worker (Primary Occupation)
2005-07JUL.xlsx,2005-07JUL,2005,7,C20_NATEM,C20-Nature of Employment (Primary Occupation)
2005-07JUL.xlsx,2005-07JUL,2005,7,C21_PNWHRS,C21-Normal Working Hours for the Day for the Past Week
2005-07JUL.xlsx,2005-07JUL,2005,7,C22_PHOURS,C22-Total Number of Hours Worked During the Past Week
2005-07JUL.xlsx,2005-07JUL,2005,7,C23_PWMORE,C23-Did Want more Hours of Work During the Past Week
2005-07JUL.xlsx,2005-07JUL,2005,7,C24_PLADDW,C24-Did Look for Additional Work During the Past Week
2005-07JUL.xlsx,2005-07JUL,2005,7,C25_PFWRK,C25-Was this his first time to do any Work?
2005-07JUL.xlsx,2005-07JUL,2005,7,C26_PBASIS,C26-Basis of Payment (Primary Occupation)
2005-07JUL.xlsx,2005-07JUL,2005,7,C27_PBASIC,C27-Basic Pay per Day (Primary Occupation)
2005-07JUL.xlsx,2005-07JUL,2005,7,C28_OJOB,C28-Other Job Indicator
2005-07JUL.xlsx,2005-07JUL,2005,7,C36_OBASIC,C36-Basic Pay per Day (Other Occupation) (July 2003 - Jan 2005)
2005-07JUL.xlsx,2005-07JUL,2005,7,C37_AVAIL,C37-Was Available for Work During the Past Week?
2005-07JUL.xlsx,2005-07JUL,2005,7,C38_LOOKW,C38-Did Look For Work Anytime During the Past Week?
2005-07JUL.xlsx,2005-07JUL,2005,7,C39_JOBSM,C39-What Was He Has Been Doing to Find Work During the Past Week?
2005-07JUL.xlsx,2005-07JUL,2005,7,C40_WEEKS,C40-Number of Weeks Spent in Looking for Work
2005-07JUL.xlsx,2005-07JUL,2005,7,C41_FLWRK,C41-Was This His First Time to Look For Work?
2005-07JUL.xlsx,2005-07JUL,2005,7,C42_WYNOT,C42-Why Did He not Look for Work?
2005-07JUL.xlsx,2005-07JUL,2005,7,C43_LBEF,C43-Did He Ever Work At Anytime Before?
2005-07JUL.xlsx,2005-07JUL,2005,7,C45F2_POCC,C45-Previous Occupation - 1st 2 digit
2005-07JUL.xlsx,2005-07JUL,2005,7,C45L2_POCC,C45-Previous Occupation - Last 2 digit
2005-07JUL.xlsx,2005-07JUL,2005,7,CAUXINFO,HH Auxillary Info
2005-07JUL.xlsx,2005-07JUL,2005,7,CC101_LNO,C101-Line Number
2005-07JUL.xlsx,2005-07JUL,2005,7,CEMPST1,NSO Employment Status
2005-07JUL.xlsx,2005-07JUL,2005,7,CEMPST2,Employment Status with Availability Criterion
2005-07JUL.xlsx,2005-07JUL,2005,7,CEXPUEMP,Experienced Unemployed
2005-07JUL.xlsx,2005-07JUL,2005,7,CFNO,Folio Number
2005-07JUL.xlsx,2005-07JUL,2005,7,CINTVW,Interview Status
2005-07JUL.xlsx,2005-07JUL,2005,7,CMBDIED,HH Member - Died
2005-07JUL.xlsx,2005-07JUL,2005,7,CMBJOB,HH Member - Got Job
2005-07JUL.xlsx,2005-07JUL,2005,7,CMBMARR,HH Member - Married
2005-07JUL.xlsx,2005-07JUL,2005,7,CMBOTHR,HH Member - Others
2005-07JUL.xlsx,2005-07JUL,2005,7,CMBOUT,HH Member Moved Out
2005-07JUL.xlsx,2005-07JUL,2005,7,CMBSTUD,HH Member - Studying
2005-07JUL.xlsx,2005-07JUL,2005,7,CMONTH,Month
2005-07JUL.xlsx,2005-07JUL,2005,7,CNEWENT,New Entrants
2005-07JUL.xlsx,2005-07JUL,2005,7,CNEWMEM,HH New Member
2005-07JUL.xlsx,2005-07JUL,2005,7,COLL_INDNR,Collapsed Strata (Non Response)
2005-07JUL.xlsx,2005-07JUL,2005,7,CREG,Region
2005-07JUL.xlsx,2005-07JUL,2005,7,CRLNO,Line Number of Respondent
2005-07JUL.xlsx,2005-07JUL,2005,7,CROTATION,Rotation Group
2005-07JUL.xlsx,2005-07JUL,2005,7,CRPM,Replicate
2005-07JUL.xlsx,2005-07JUL,2005,7,CSTR,Stratum
2005-07JUL.xlsx,2005-07JUL,2005,7,CSTRRCD,Stratum (Recode)
2005-07JUL.xlsx,2005-07JUL,2005,7,CTHHHU,Number of HH for the Housing Unit
2005-07JUL.xlsx,2005-07JUL,2005,7,CUNDEMP,UnderEmployed
2005-07JUL.xlsx,2005-07JUL,2005,7,CVUEMP,Visibly UnderEmployed
2005-07JUL.xlsx,2005-07JUL,2005,7,CYEAR,Year
2005-07JUL.xlsx,2005-07JUL,2005,7,EA,Enumeration Area
2005-07JUL.xlsx,2005-07JUL,2005,7,EAUNIQUE,EAUnique (PSU+MUN+BGY+EA)
2005-07JUL.xlsx,2005-07JUL,2005,7,ESTRATA,Estrata (Province Recode + Stratum Recode)
2005-07JUL.xlsx,2005-07JUL,2005,7,FWGT,Final Weight
2005-07JUL.xlsx,2005-07JUL,2005,7,HCN,Household Control Number
2005-07JUL.xlsx,2005-07JUL,2005,7,MUN,City/Municipality
2005-07JUL.xlsx,2005-07JUL,2005,7,NEWEMPSTAT,New Employment Criteria (April 2005)
2005-07JUL.xlsx,2005-07JUL,2005,7,NEWEXUNEMP,Experienced Unemployed  (April 2005)
2005-07JUL.xlsx,2005-07JUL,2005,7,NEWNEWENT,New Entrants (April 2005)
2005-07JUL.xlsx,2005-07JUL,2005,7,PROV,Province
2005-07JUL.xlsx,2005-07JUL,2005,7,PRRCD,Province Recode
2005-07JUL.xlsx,2005-07JUL,2005,7,PSU,PSU (2 digit Prov + 3 digit First ID)
2005-07JUL.xlsx,2005-07JUL,2005,7,PSU_NO,Psu Number
2005-07JUL.xlsx,2005-07JUL,2005,7,SECOND_ID,Second ID
2005-07JUL.xlsx,2005-07JUL,2005,7,SHSN,Shsn
2005-07JUL.xlsx,2005-07JUL,2005,7,STRATUM,Stratum (Colllapsed Strata-Computation of SE)
2005-07JUL.xlsx,2005-07JUL,2005,7,SVYMO,Survey Month
2005-07JUL.xlsx,2005-07JUL,2005,7,SVYYR,Survey Year
2005-10OCT.xlsx,2005-10OCT,2005,10,A01_HHEAD,Name of Household Head (April 2005)
2005-10OCT.xlsx,2005-10OCT,2005,10,A02_CURSCH,Currently Attending School (April 2005)
2005-10OCT.xlsx,2005-10OCT,2005,10,A03_JOBS,Number of Jobs during the past week (April 2005)
2005-10OCT.xlsx,2005-10OCT,2005,10,A04_THOURS,Total Hours Worked for all Jobs (April 2005)
2005-10OCT.xlsx,2005-10OCT,2005,10,A05_RWM48H,Reasons for Working More than 48 Hours during the past week (April 2005)
2005-10OCT.xlsx,2005-10OCT,2005,10,A06_LTLOOKW,When Last Looked for Work (April 2005)
2005-10OCT.xlsx,2005-10OCT,2005,10,A07_WILLING,Willingness to take up work during the past week (April 2005)
2005-10OCT.xlsx,2005-10OCT,2005,10,A08_WPQTR,Did work or had a job during the past quarter (April 2005)
2005-10OCT.xlsx,2005-10OCT,2005,10,A09F2_PQKB,Kind of Business (past quarter) (April 2005) 1st 2 digit
2005-10OCT.xlsx,2005-10OCT,2005,10,A09L2_PQKB,Kind of Business (past quarter) (April 2005) Last 2 digit
2005-10OCT.xlsx,2005-10OCT,2005,10,ADJHU,Adjusted Weight(based on Number of HH per HU)
2005-10OCT.xlsx,2005-10OCT,2005,10,ADJNR,Adjusted Weight(based on non-response)
2005-10OCT.xlsx,2005-10OCT,2005,10,AISDEMPSTAT,International Standard Definition Employment Status (April 2005) - not used
2005-10OCT.xlsx,2005-10OCT,2005,10,ANSODWRKR,NSO Discouraged Worker (April 2005) - not used
2005-10OCT.xlsx,2005-10OCT,2005,10,ANSOEMPSTAT,NSO New Employment Status (April 2005) - not used
2005-10OCT.xlsx,2005-10OCT,2005,10,ANSOEXPUNEMP,NSO Experienced Unemployed (April 2005) - not used
2005-10OCT.xlsx,2005-10OCT,2005,10,ANSONEWENT,NSO New Entrants (April 2005) - not used
2005-10OCT.xlsx,2005-10OCT,2005,10,BGY,Barangay
2005-10OCT.xlsx,2005-10OCT,2005,10,BWGT,Basic Weight
2005-10OCT.xlsx,2005-10OCT,2005,10,C03_NEWMEM,C03-New/Same Household Member
2005-10OCT.xlsx,2005-10OCT,2005,10,C04_LNO,C04-Line Number (Previous Survey the HH was Sampled)
2005-10OCT.xlsx,2005-10OCT,2005,10,C05_REL,C05-Relationship to Household Head
2005-10OCT.xlsx,2005-10OCT,2005,10,C06_SEX,C06-Sex
2005-10OCT.xlsx,2005-10OCT,2005,10,C07_AGE,C07-Age as of Last Birthday
2005-10OCT.xlsx,2005-10OCT,2005,10,C08_MSTAT,C08-Marital Status
2005-10OCT.xlsx,2005-10OCT,2005,10,C09_GRADE,C09-Highest Grade Completed
2005-10OCT.xlsx,2005-10OCT,2005,10,C10_CONWR,C10-Contract/Overseas Worker Indicator
2005-10OCT.xlsx,2005-10OCT,2005,10,C13_WORK,C13-Did do any Work for at Least one Hour during the Past Week?
2005-10OCT.xlsx,2005-10OCT,2005,10,C14_JOB,C14-Did Have a Job/Business during the Past Week?
2005-10OCT.xlsx,2005-10OCT,2005,10,C16F2_PROCC,C16-Primary Occupation 1st 2 digit
2005-10OCT.xlsx,2005-10OCT,2005,10,C16L2_PROCC,C16-Primary Occupation Last 2 digit
2005-10OCT.xlsx,2005-10OCT,2005,10,C18F2_PKB,C18-Kind of Business (Primary Occupation) 1st 2 digit
2005-10OCT.xlsx,2005-10OCT,2005,10,C18L2_PKB,C18_kind of Business (Primary Occupation) Last 2 digit
2005-10OCT.xlsx,2005-10OCT,2005,10,C19_PCLASS,C19-Class of Worker (Primary Occupation)
2005-10OCT.xlsx,2005-10OCT,2005,10,C20_NATEM,C20-Nature of Employment (Primary Occupation)
2005-10OCT.xlsx,2005-10OCT,2005,10,C21_PNWHRS,C21-Normal Working Hours for the Day for the Past Week
2005-10OCT.xlsx,2005-10OCT,2005,10,C22_PHOURS,C22-Total Number of Hours Worked During the Past Week
2005-10OCT.xlsx,2005-10OCT,2005,10,C23_PWMORE,C23-Did Want more Hours of Work During the Past Week
2005-10OCT.xlsx,2005-10OCT,2005,10,C24_PLADDW,C24-Did Look for Additional Work During the Past Week
2005-10OCT.xlsx,2005-10OCT,2005,10,C25_PFWRK,C25-Was this his first time to do any Work?
2005-10OCT.xlsx,2005-10OCT,2005,10,C26_PBASIS,C26-Basis of Payment (Primary Occupation)
2005-10OCT.xlsx,2005-10OCT,2005,10,C27_PBASIC,C27-Basic Pay per Day (Primary Occupation)
2005-10OCT.xlsx,2005-10OCT,2005,10,C28_OJOB,C28-Other Job Indicator
2005-10OCT.xlsx,2005-10OCT,2005,10,C36_OBASIC,C36-Basic Pay per Day (Other Occupation) (July 2003 - Jan 2005)
2005-10OCT.xlsx,2005-10OCT,2005,10,C37_AVAIL,C37-Was Available for Work During the Past Week?
2005-10OCT.xlsx,2005-10OCT,2005,10,C38_LOOKW,C38-Did Look For Work Anytime During the Past Week?
2005-10OCT.xlsx,2005-10OCT,2005,10,C39_JOBSM,C39-What Was He Has Been Doing to Find Work During the Past Week?
2005-10OCT.xlsx,2005-10OCT,2005,10,C40_WEEKS,C40-Number of Weeks Spent in Looking for Work
2005-10OCT.xlsx,2005-10OCT,2005,10,C41_FLWRK,C41-Was This His First Time to Look For Work?
2005-10OCT.xlsx,2005-10OCT,2005,10,C42_WYNOT,C42-Why Did He not Look for Work?
2005-10OCT.xlsx,2005-10OCT,2005,10,C43_LBEF,C43-Did He Ever Work At Anytime Before?
2005-10OCT.xlsx,2005-10OCT,2005,10,C45F2_POCC,C45-Previous Occupation - 1st 2 digit
2005-10OCT.xlsx,2005-10OCT,2005,10,C45L2_POCC,C45-Previous Occupation - Last 2 digit
2005-10OCT.xlsx,2005-10OCT,2005,10,CAUXINFO,HH Auxillary Info
2005-10OCT.xlsx,2005-10OCT,2005,10,CC101_LNO,C101-Line Number
2005-10OCT.xlsx,2005-10OCT,2005,10,CEMPST1,NSO Employment Status
2005-10OCT.xlsx,2005-10OCT,2005,10,CEMPST2,Employment Status with Availability Criterion
2005-10OCT.xlsx,2005-10OCT,2005,10,CEXPUEMP,Experienced Unemployed
2005-10OCT.xlsx,2005-10OCT,2005,10,CFNO,Folio Number
2005-10OCT.xlsx,2005-10OCT,2005,10,CINTVW,Interview Status
2005-10OCT.xlsx,2005-10OCT,2005,10,CMBDIED,HH Member - Died
2005-10OCT.xlsx,2005-10OCT,2005,10,CMBJOB,HH Member - Got Job
2005-10OCT.xlsx,2005-10OCT,2005,10,CMBMARR,HH Member - Married
2005-10OCT.xlsx,2005-10OCT,2005,10,CMBOTHR,HH Member - Others
2005-10OCT.xlsx,2005-10OCT,2005,10,CMBOUT,HH Member Moved Out
2005-10OCT.xlsx,2005-10OCT,2005,10,CMBSTUD,HH Member - Studying
2005-10OCT.xlsx,2005-10OCT,2005,10,CMONTH,Month
2005-10OCT.xlsx,2005-10OCT,2005,10,CNEWENT,New Entrants
2005-10OCT.xlsx,2005-10OCT,2005,10,CNEWMEM,HH New Member
2005-10OCT.xlsx,2005-10OCT,2005,10,COLL_INDNR,Collapsed Strata (Non Response)
2005-10OCT.xlsx,2005-10OCT,2005,10,CREG,Region
2005-10OCT.xlsx,2005-10OCT,2005,10,CRLNO,Line Number of Respondent
2005-10OCT.xlsx,2005-10OCT,2005,10,CROTATION,Rotation Group
2005-10OCT.xlsx,2005-10OCT,2005,10,CRPM,Replicate
2005-10OCT.xlsx,2005-10OCT,2005,10,CSTR,Stratum
2005-10OCT.xlsx,2005-10OCT,2005,10,CSTRRCD,Stratum (Recode)
2005-10OCT.xlsx,2005-10OCT,2005,10,CTHHHU,Number of HH for the Housing Unit
2005-10OCT.xlsx,2005-10OCT,2005,10,CUNDEMP,UnderEmployed
2005-10OCT.xlsx,2005-10OCT,2005,10,CVUEMP,Visibly UnderEmployed
2005-10OCT.xlsx,2005-10OCT,2005,10,CYEAR,Year
2005-10OCT.xlsx,2005-10OCT,2005,10,EA,Enumeration Area
2005-10OCT.xlsx,2005-10OCT,2005,10,EAUNIQUE,EAUnique (PSU+MUN+BGY+EA)
2005-10OCT.xlsx,2005-10OCT,2005,10,ESTRATA,Estrata (Province Recode + Stratum Recode)
2005-10OCT.xlsx,2005-10OCT,2005,10,FWGT,Final Weight
2005-10OCT.xlsx,2005-10OCT,2005,10,HCN,Household Control Number
2005-10OCT.xlsx,2005-10OCT,2005,10,MUN,City/Municipality
2005-10OCT.xlsx,2005-10OCT,2005,10,NEWEMPSTAT,New Employment Criteria (April 2005)
2005-10OCT.xlsx,2005-10OCT,2005,10,NEWEXUNEMP,Experienced Unemployed  (April 2005)
2005-10OCT.xlsx,2005-10OCT,2005,10,NEWNEWENT,New Entrants (April 2005)
2005-10OCT.xlsx,2005-10OCT,2005,10,PROV,Province
2005-10OCT.xlsx,2005-10OCT,2005,10,PRRCD,Province Recode
2005-10OCT.xlsx,2005-10OCT,2005,10,PSU,PSU (2 digit Prov + 3 digit First ID)
2005-10OCT.xlsx,2005-10OCT,2005,10,PSU_NO,Psu Number
2005-10OCT.xlsx,2005-10OCT,2005,10,SECOND_ID,Second ID
2005-10OCT.xlsx,2005-10OCT,2005,10,SHSN,Shsn
2005-10OCT.xlsx,2005-10OCT,2005,10,STRATUM,Stratum (Colllapsed Strata-Computation of SE)
2005-10OCT.xlsx,2005-10OCT,2005,10,SVYMO,Survey Month
2005-10OCT.xlsx,2005-10OCT,2005,10,SVYYR,Survey Year
2006-01JAN.xlsx,2006-01JAN,2006,1,A01_HHEAD,Name of Household Head (April 2005)
2006-01JAN.xlsx,2006-01JAN,2006,1,A02_CURSCH,Currently Attending School (April 2005)
2006-01JAN.xlsx,2006-01JAN,2006,1,A03_JOBS,Number of Jobs during the past week (April 2005)
2006-01JAN.xlsx,2006-01JAN,2006,1,A04_THOURS,Total Hours Worked for all Jobs (April 2005)
2006-01JAN.xlsx,2006-01JAN,2006,1,A05_RWM48H,Reasons for Working More than 48 Hours during the past week (April 2005)
2006-01JAN.xlsx,2006-01JAN,2006,1,A06_LTLOOKW,When Last Looked for Work (April 2005)
2006-01JAN.xlsx,2006-01JAN,2006,1,A07_WILLING,Willingness to take up work during the past week (April 2005)
2006-01JAN.xlsx,2006-01JAN,2006,1,A08_WPQTR,Did work or had a job during the past quarter (April 2005)
2006-01JAN.xlsx,2006-01JAN,2006,1,A09F2_PQKB,Kind of Business (past quarter) (April 2005) 1st 2 digit
2006-01JAN.xlsx,2006-01JAN,2006,1,A09L2_PQKB,Kind of Business (past quarter) (April 2005) Last 2 digit
2006-01JAN.xlsx,2006-01JAN,2006,1,ADJHU,Adjusted Weight(based on Number of HH per HU)
